千代田,7886
中央,22952
港,35556
新宿,50662
文京,24271
台東,23540
墨田,30501
江東,57419
品川,48960
目黒,36099
大田,82239
世田谷,107954
渋谷,32596
中野,41806
杉並,60488
豊島,35761
北,40133
荒川,25255
板橋,62679
練馬,77718
足立,76316
葛飾,51461
江戸川,81461
八王子,47730
立川,15582
武蔵野,13767
三鷹,17252
青梅,8622
府中,23047
昭島,10059
調布,21908
町田,34334
小金井,10295
小平,15632
日野,15507
東村山,10953
国分寺,11132
国立,5878
福生,4906
狛江,7794
東大和,6455
清瀬,4892
東久留米,9413
武蔵村山,6363
多摩,10548
稲城,7895
羽村,4199
あきる野,5733
西東京,18953
瑞穂,2450
日の出,1355
檜原,71
奥多摩,214
大島,267
利島,5
新島,45
神津島,93
三宅,19
御蔵島,13
八丈,168
青ヶ島,0
小笠原,76
都外,120471
調査中,1175
