千代田,7854
中央,22861
港,35370
新宿,50460
文京,24153
台東,23446
墨田,30392
江東,57139
品川,48772
目黒,35945
大田,81969
世田谷,107570
渋谷,32484
中野,41655
杉並,60241
豊島,35622
北,39997
荒川,25138
板橋,62445
練馬,77465
足立,76102
葛飾,51327
江戸川,81229
八王子,47595
立川,15532
武蔵野,13711
三鷹,17159
青梅,8603
府中,22978
昭島,10045
調布,21813
町田,34153
小金井,10265
小平,15569
日野,15451
東村山,10915
国分寺,11109
国立,5853
福生,4896
狛江,7760
東大和,6433
清瀬,4871
東久留米,9379
武蔵村山,6349
多摩,10477
稲城,7874
羽村,4186
あきる野,5713
西東京,18879
瑞穂,2445
日の出,1347
檜原,71
奥多摩,213
大島,267
利島,5
新島,44
神津島,93
三宅,19
御蔵島,13
八丈,168
青ヶ島,0
小笠原,76
都外,120165
調査中,1173
