千代田,1411
中央,4362
港,8264
新宿,13832
文京,4063
台東,4919
墨田,5420
江東,9779
品川,8236
目黒,7692
大田,13408
世田谷,20563
渋谷,7686
中野,9138
杉並,11677
豊島,7556
北,6434
荒川,4218
板橋,10556
練馬,12518
足立,12717
葛飾,8643
江戸川,12420
八王子,6377
立川,2312
武蔵野,2266
三鷹,2691
青梅,1107
府中,3046
昭島,1274
調布,3343
町田,4864
小金井,1625
小平,2024
日野,1932
東村山,1403
国分寺,1450
国立,754
福生,722
狛江,1048
東大和,775
清瀬,657
東久留米,1221
武蔵村山,670
多摩,1518
稲城,1001
羽村,509
あきる野,782
西東京,2962
瑞穂,278
日の出,131
檜原,10
奥多摩,31
大島,59
利島,0
新島,5
神津島,1
三宅,8
御蔵島,2
八丈,11
青ヶ島,0
小笠原,10
都外,20215
調査中,231
