千代田,1534
中央,4721
港,8777
新宿,14904
文京,4400
台東,5358
墨田,5884
江東,10694
品川,9106
目黒,8422
大田,14994
世田谷,22673
渋谷,8354
中野,9837
杉並,12794
豊島,8365
北,7167
荒川,4611
板橋,11603
練馬,13895
足立,14003
葛飾,9669
江戸川,13902
八王子,7307
立川,2605
武蔵野,2532
三鷹,2958
青梅,1223
府中,3369
昭島,1418
調布,3730
町田,5443
小金井,1773
小平,2258
日野,2177
東村山,1588
国分寺,1619
国立,855
福生,809
狛江,1158
東大和,880
清瀬,743
東久留米,1394
武蔵村山,780
多摩,1683
稲城,1130
羽村,566
あきる野,872
西東京,3282
瑞穂,317
日の出,139
檜原,11
奥多摩,37
大島,60
利島,0
新島,8
神津島,1
三宅,11
御蔵島,2
八丈,12
青ヶ島,0
小笠原,10
都外,22110
調査中,259
