千代田,1391
中央,4310
港,8146
新宿,13598
文京,4002
台東,4839
墨田,5331
江東,9570
品川,8092
目黒,7551
大田,13211
世田谷,20143
渋谷,7552
中野,8973
杉並,11503
豊島,7362
北,6299
荒川,4145
板橋,10341
練馬,12325
足立,12465
葛飾,8469
江戸川,12172
八王子,6242
立川,2275
武蔵野,2215
三鷹,2625
青梅,1095
府中,2983
昭島,1249
調布,3250
町田,4736
小金井,1594
小平,1982
日野,1894
東村山,1366
国分寺,1423
国立,737
福生,718
狛江,1015
東大和,766
清瀬,644
東久留米,1197
武蔵村山,645
多摩,1486
稲城,967
羽村,506
あきる野,777
西東京,2893
瑞穂,275
日の出,131
檜原,10
奥多摩,30
大島,59
利島,0
新島,5
神津島,1
三宅,8
御蔵島,2
八丈,11
青ヶ島,0
小笠原,10
都外,19903
調査中,228
