千代田,14609
中央,39769
港,60025
新宿,83653
文京,46989
台東,43795
墨田,58007
江東,111662
品川,90075
目黒,62712
大田,152700
世田谷,195072
渋谷,54419
中野,73382
杉並,110913
豊島,63033
北,71615
荒川,47178
板橋,114235
練馬,141360
足立,138282
葛飾,91412
江戸川,148368
八王子,88405
立川,30692
武蔵野,26140
三鷹,33091
青梅,17113
府中,44701
昭島,18994
調布,43128
町田,66902
小金井,21088
小平,30642
日野,30033
東村山,21094
国分寺,20810
国立,11701
福生,8977
狛江,14628
東大和,13228
清瀬,10308
東久留米,17621
武蔵村山,12216
多摩,21336
稲城,15274
羽村,8282
あきる野,11706
西東京,35702
瑞穂,4562
日の出,2439
檜原,162
奥多摩,500
大島,1082
利島,31
新島,179
神津島,337
三宅,183
御蔵島,59
八丈,562
青ヶ島,7
小笠原,351
都外,265487
調査中,2026
