千代田,14660
中央,39988
港,60258
新宿,84010
文京,47179
台東,43967
墨田,58308
江東,112359
品川,90452
目黒,63097
大田,153461
世田谷,196096
渋谷,54632
中野,73690
杉並,111546
豊島,63318
北,72224
荒川,47360
板橋,114857
練馬,142224
足立,138917
葛飾,91911
江戸川,149068
八王子,89077
立川,30912
武蔵野,26368
三鷹,33394
青梅,17271
府中,45054
昭島,19092
調布,43462
町田,67369
小金井,21307
小平,30877
日野,30239
東村山,21189
国分寺,20964
国立,11757
福生,9057
狛江,14728
東大和,13316
清瀬,10373
東久留米,17711
武蔵村山,12321
多摩,21506
稲城,15353
羽村,8362
あきる野,11808
西東京,35893
瑞穂,4589
日の出,2453
檜原,164
奥多摩,502
大島,1086
利島,31
新島,181
神津島,341
三宅,183
御蔵島,61
八丈,571
青ヶ島,7
小笠原,351
都外,267080
調査中,2033
