千代田,15088
中央,41309
港,62021
新宿,86516
文京,48978
台東,45362
墨田,60406
江東,116303
品川,93364
目黒,65260
大田,159059
世田谷,203711
渋谷,56104
中野,76215
杉並,115487
豊島,65331
北,74645
荒川,48862
板橋,119090
練馬,147831
足立,144439
葛飾,95991
江戸川,154414
八王子,93349
立川,32505
武蔵野,27670
三鷹,34661
青梅,18117
府中,46867
昭島,20024
調布,45337
町田,70546
小金井,22400
小平,32576
日野,31525
東村山,22001
国分寺,22064
国立,12445
福生,9401
狛江,15366
東大和,13987
清瀬,10846
東久留米,18649
武蔵村山,12955
多摩,22455
稲城,16054
羽村,8860
あきる野,12405
西東京,37613
瑞穂,4789
日の出,2562
檜原,168
奥多摩,530
大島,1115
利島,31
新島,187
神津島,349
三宅,239
御蔵島,62
八丈,656
青ヶ島,7
小笠原,363
都外,273637
調査中,2069
