千代田,14254
中央,38988
港,58906
新宿,82109
文京,45899
台東,42638
墨田,56667
江東,109149
品川,88040
目黒,61432
大田,149244
世田谷,190685
渋谷,53434
中野,71883
杉並,108267
豊島,61858
北,70446
荒川,46193
板橋,111565
練馬,137597
足立,134778
葛飾,89150
江戸川,145208
八王子,85715
立川,29803
武蔵野,25532
三鷹,32408
青梅,16630
府中,43560
昭島,18528
調布,42051
町田,65168
小金井,20489
小平,29702
日野,29166
東村山,20601
国分寺,20214
国立,11396
福生,8744
狛江,14253
東大和,12850
清瀬,10025
東久留米,17210
武蔵村山,11865
多摩,20790
稲城,14846
羽村,8038
あきる野,11364
西東京,34816
瑞穂,4432
日の出,2368
檜原,157
奥多摩,487
大島,1031
利島,30
新島,172
神津島,304
三宅,178
御蔵島,56
八丈,533
青ヶ島,5
小笠原,348
都外,259945
調査中,2004
