千代田,12042
中央,32384
港,51346
新宿,71012
文京,38665
台東,35607
墨田,47092
江東,90628
品川,74562
目黒,53047
大田,125068
世田谷,162312
渋谷,46505
中野,61311
杉並,90474
豊島,52892
北,57616
荒川,39010
板橋,92271
練馬,114538
足立,110725
葛飾,74242
江戸川,120445
八王子,69104
立川,23923
武蔵野,21090
三鷹,26727
青梅,12607
府中,35418
昭島,15027
調布,34493
町田,52266
小金井,16590
小平,23594
日野,23487
東村山,16218
国分寺,16550
国立,9151
福生,6849
狛江,11694
東大和,10130
清瀬,7690
東久留米,14006
武蔵村山,9435
多摩,16382
稲城,11899
羽村,6072
あきる野,8728
西東京,28377
瑞穂,3402
日の出,1814
檜原,130
奥多摩,357
大島,599
利島,28
新島,125
神津島,205
三宅,125
御蔵島,48
八丈,344
青ヶ島,4
小笠原,287
都外,172071
調査中,1709
