千代田,12511
中央,33943
港,53031
新宿,73403
文京,40370
台東,37059
墨田,49038
江東,94530
品川,77582
目黒,54972
大田,130535
世田谷,168695
渋谷,47995
中野,63566
杉並,94130
豊島,54923
北,60640
荒川,40616
板橋,96385
練馬,119565
足立,115818
葛飾,77372
江戸川,126017
八王子,72588
立川,25247
武蔵野,21951
三鷹,27920
青梅,13389
府中,36977
昭島,15742
調布,35902
町田,55025
小金井,17330
小平,24698
日野,24697
東村山,17079
国分寺,17297
国立,9574
福生,7224
狛江,12249
東大和,10660
清瀬,8101
東久留米,14639
武蔵村山,9922
多摩,17320
稲城,12586
羽村,6469
あきる野,9225
西東京,29597
瑞穂,3583
日の出,1922
檜原,134
奥多摩,373
大島,708
利島,28
新島,132
神津島,224
三宅,141
御蔵島,48
八丈,385
青ヶ島,4
小笠原,309
都外,184219
調査中,1790
