千代田,13527
中央,36779
港,56325
新宿,78398
文京,43519
台東,40100
墨田,53187
江東,102652
品川,83572
目黒,58642
大田,141046
世田谷,181106
渋谷,51151
中野,68038
杉並,101874
豊島,58695
北,65689
荒川,43788
板橋,104459
練馬,129671
足立,125628
葛飾,83563
江戸川,136258
八王子,79503
立川,27736
武蔵野,23950
三鷹,30408
青梅,15070
府中,40505
昭島,17265
調布,39109
町田,60306
小金井,19048
小平,27262
日野,27145
東村山,19017
国分寺,18816
国立,10561
福生,8135
狛江,13281
東大和,11845
清瀬,9094
東久留米,15959
武蔵村山,10943
多摩,19187
稲城,13784
羽村,7293
あきる野,10412
西東京,32314
瑞穂,4003
日の出,2181
檜原,143
奥多摩,425
大島,887
利島,28
新島,163
神津島,274
三宅,161
御蔵島,53
八丈,455
青ヶ島,5
小笠原,333
都外,222809
調査中,1921
