千代田,13318
中央,36222
港,55534
新宿,77349
文京,42761
台東,39303
墨田,52165
江東,100736
品川,82295
目黒,57833
大田,138608
世田谷,178338
渋谷,50444
中野,66975
杉並,100066
豊島,57851
北,64744
荒川,43004
板橋,102517
練馬,127151
足立,123102
葛飾,82108
江戸川,133636
八王子,77867
立川,27142
武蔵野,23451
三鷹,29777
青梅,14702
府中,39591
昭島,16880
調布,38259
町田,58895
小金井,18627
小平,26683
日野,26595
東村山,18596
国分寺,18450
国立,10356
福生,7956
狛江,13033
東大和,11602
清瀬,8887
東久留米,15655
武蔵村山,10703
多摩,18705
稲城,13523
羽村,7119
あきる野,10148
西東京,31702
瑞穂,3911
日の出,2128
檜原,138
奥多摩,401
大島,852
利島,28
新島,159
神津島,266
三宅,157
御蔵島,53
八丈,441
青ヶ島,5
小笠原,327
都外,212614
調査中,1883
