千代田,2789
中央,8400
港,13272
新宿,24876
文京,7953
台東,9263
墨田,10213
江東,18368
品川,16902
目黒,14251
大田,26950
世田谷,38077
渋谷,14029
中野,16983
杉並,21679
豊島,14544
北,13078
荒川,9115
板橋,21455
練馬,24402
足立,24975
葛飾,17032
江戸川,25652
八王子,13639
立川,4658
武蔵野,4388
三鷹,5133
青梅,2264
府中,6131
昭島,2756
調布,6594
町田,10037
小金井,3077
小平,4354
日野,4085
東村山,2956
国分寺,2914
国立,1623
福生,1745
狛江,2084
東大和,1654
清瀬,1605
東久留米武蔵村山,2505
多摩,2970
稲城,2070
羽村,1166
あきる野,1651
西東京,5818
瑞穂,554
日の出,293
檜原,39
奥多摩,63
大島,76
利島,1
新島,16
神津島,2
三宅,16
御蔵島,2
八丈,28
青ヶ島,0
小笠原,16
都外,37449
調査中,462
