千代田,5682
中央,17333
港,27257
新宿,40156
文京,17847
台東,18296
墨田,23206
江東,42768
品川,36940
目黒,27692
大田,63145
世田谷,80978
渋谷,25443
中野,32460
杉並,46060
豊島,27741
北,29341
荒川,19425
板橋,48146
練馬,59078
足立,57814
葛飾,39983
江戸川,64302
八王子,37124
立川,11800
武蔵野,10410
三鷹,13135
青梅,6286
府中,17523
昭島,7432
調布,15971
町田,25482
小金井,7600
小平,11222
日野,11840
東村山,8149
国分寺,7950
国立,4279
福生,3737
狛江,5765
東大和,4816
清瀬,3679
東久留米武蔵村山,6807
多摩,8020
稲城,5849
羽村,3108
あきる野,4103
西東京,14049
瑞穂,1749
日の出,924
檜原,66
奥多摩,165
大島,169
利島,1
新島,23
神津島,42
三宅,17
御蔵島,2
八丈,118
青ヶ島,0
小笠原,22
都外,89038
調査中,1041
