千代田,5561
中央,16915
港,26790
新宿,39483
文京,17401
台東,17948
墨田,22687
江東,41726
品川,36008
目黒,27169
大田,61545
世田谷,78803
渋谷,24834
中野,31704
杉並,44949
豊島,27149
北,28484
荒川,19002
板橋,46893
練馬,57509
足立,56342
葛飾,39121
江戸川,62631
八王子,36194
立川,11480
武蔵野,10163
三鷹,12868
青梅,6161
府中,17128
昭島,7189
調布,15603
町田,24781
小金井,7392
小平,10932
日野,11435
東村山,7919
国分寺,7742
国立,4186
福生,3682
狛江,5656
東大和,4703
清瀬,3605
東久留米武蔵村山,6600
多摩,7745
稲城,5623
羽村,3065
あきる野,4039
西東京,13612
瑞穂,1719
日の出,904
檜原,66
奥多摩,164
大島,160
利島,1
新島,22
神津島,30
三宅,16
御蔵島,2
八丈,118
青ヶ島,0
小笠原,22
都外,86387
調査中,1035
