千代田,5704
中央,17440
港,27329
新宿,40336
文京,17963
台東,18397
墨田,23344
江東,43054
品川,37166
目黒,27822
大田,63557
世田谷,81549
渋谷,25584
中野,32639
杉並,46339
豊島,27885
北,29548
荒川,19551
板橋,48473
練馬,59441
足立,58239
葛飾,40250
江戸川,64630
八王子,37368
立川,11837
武蔵野,10490
三鷹,13245
青梅,6304
府中,17680
昭島,7457
調布,16103
町田,25645
小金井,7676
小平,11284
日野,11973
東村山,8194
国分寺,8012
国立,4300
福生,3746
狛江,5805
東大和,4832
清瀬,3706
東久留米武蔵村山,6850
多摩,8078
稲城,5920
羽村,3126
あきる野,4112
西東京,14132
瑞穂,1755
日の出,926
檜原,66
奥多摩,165
大島,175
利島,1
新島,23
神津島,42
三宅,17
御蔵島,2
八丈,118
青ヶ島,0
小笠原,22
都外,89557
調査中,1044
