千代田,5542
中央,16833
港,26666
新宿,39355
文京,17316
台東,17884
墨田,22594
江東,41465
品川,35782
目黒,27078
大田,61227
世田谷,78295
渋谷,24723
中野,31555
杉並,44768
豊島,27010
北,28323
荒川,18910
板橋,46595
練馬,57111
足立,56034
葛飾,38890
江戸川,62397
八王子,36006
立川,11412
武蔵野,10122
三鷹,12799
青梅,6080
府中,17009
昭島,7162
調布,15489
町田,24638
小金井,7349
小平,10865
日野,11374
東村山,7829
国分寺,7719
国立,4167
福生,3644
狛江,5625
東大和,4672
清瀬,3585
東久留米武蔵村山,6547
多摩,7700
稲城,5571
羽村,3019
あきる野,4009
西東京,13492
瑞穂,1711
日の出,892
檜原,65
奥多摩,162
大島,160
利島,1
新島,22
神津島,30
三宅,16
御蔵島,2
八丈,118
青ヶ島,0
小笠原,22
都外,85862
調査中,1030
