千代田,1834
中央,5624
港,9917
新宿,17733
文京,5234
台東,6501
墨田,7139
江東,13116
品川,11449
目黒,10136
大田,19132
世田谷,27619
渋谷,9807
中野,11962
杉並,15453
豊島,10592
北,9298
荒川,5689
板橋,14428
練馬,17316
足立,17557
葛飾,12307
江戸川,18121
八王子,9675
立川,3231
武蔵野,3119
三鷹,3698
青梅,1664
府中,4322
昭島,1855
調布,4579
町田,7000
小金井,2111
小平,2921
日野,2796
東村山,2112
国分寺,2067
国立,1102
福生,1139
狛江,1445
東大和,1199
清瀬,1032
東久留米,1824
武蔵村山,1056
多摩,2094
稲城,1484
羽村,841
あきる野,1132
西東京,4058
瑞穂,409
日の出,165
檜原,12
奥多摩,55
大島,72
利島,1
新島,14
神津島,2
三宅,13
御蔵島,2
八丈,15
青ヶ島,0
小笠原,11
都外,28684
調査中,184
