千代田,3947
中央,11721
港,19693
新宿,31242
文京,11353
台東,12707
墨田,14915
江東,27032
品川,24495
目黒,19747
大田,39744
世田谷,52887
渋谷,18677
中野,22925
杉並,30419
豊島,19338
北,18173
荒川,13321
板橋,31003
練馬,35215
足立,35405
葛飾,24574
江戸川,39216
八王子,20322
立川,6902
武蔵野,6338
三鷹,7839
青梅,3329
府中,9701
昭島,4084
調布,9540
町田,14869
小金井,4395
小平,6514
日野,6146
東村山,4541
国分寺,4263
国立,2390
福生,2343
狛江,3207
東大和,2605
清瀬,2225
東久留米武蔵村山,3744
多摩,4493
稲城,3233
羽村,1663
あきる野,2319
西東京,8073
瑞穂,843
日の出,441
檜原,50
奥多摩,81
大島,99
利島,1
新島,17
神津島,5
三宅,16
御蔵島,2
八丈,88
青ヶ島,0
小笠原,18
都外,51732
調査中,828
