千代田,3446
中央,10262
港,16552
新宿,28542
文京,9828
台東,11088
墨田,12707
江東,22891
品川,21027
目黒,17436
大田,33917
世田谷,46598
渋谷,16679
中野,20299
杉並,26262
豊島,17263
北,16081
荒川,11627
板橋,26580
練馬,29782
足立,30586
葛飾,20931
江戸川,32613
八王子,17364
立川,5820
武蔵野,5413
三鷹,6449
青梅,2710
府中,7947
昭島,3442
調布,8099
町田,12624
小金井,3758
小平,5522
日野,5159
東村山,3820
国分寺,3517
国立,1994
福生,2024
狛江,2645
東大和,2117
清瀬,1940
東久留米武蔵村山,3094
多摩,3672
稲城,2641
羽村,1389
あきる野,1947
西東京,7009
瑞穂,673
日の出,342
檜原,42
奥多摩,70
大島,85
利島,1
新島,17
神津島,3
三宅,16
御蔵島,2
八丈,63
青ヶ島,0
小笠原,18
都外,45193
調査中,623
