千代田,4794
中央,14429
港,23278
新宿,35315
文京,14354
台東,15600
墨田,18940
江東,33959
品川,30258
目黒,23616
大田,50793
世田谷,65197
渋谷,21558
中野,27232
杉並,37596
豊島,23404
北,23233
荒川,16222
板橋,39180
練馬,45894
足立,45666
葛飾,32018
江戸川,50978
八王子,27567
立川,8941
武蔵野,8191
三鷹,10384
青梅,4662
府中,13395
昭島,5518
調布,12429
町田,19415
小金井,5771
小平,8713
日野,8441
東村山,5984
国分寺,5913
国立,3259
福生,3008
狛江,4443
東大和,3743
清瀬,2836
東久留米武蔵村山,5130
多摩,6079
稲城,4353
羽村,2280
あきる野,3054
西東京,10240
瑞穂,1247
日の出,598
檜原,56
奥多摩,130
大島,109
利島,1
新島,20
神津島,9
三宅,17
御蔵島,2
八丈,113
青ヶ島,0
小笠原,22
都外,68588
調査中,946
