千代田,4381
中央,13163
港,21680
新宿,33432
文京,12849
台東,14242
墨田,17087
江東,30609
品川,27615
目黒,21896
大田,45591
世田谷,59533
渋谷,20160
中野,25200
杉並,34241
豊島,21475
北,20683
荒川,14891
板橋,35394
練馬,40649
足立,40686
葛飾,28401
江戸川,45275
八王子,23558
立川,7958
武蔵野,7304
三鷹,9184
青梅,3969
府中,11589
昭島,4707
調布,10931
町田,17199
小金井,5099
小平,7593
日野,7249
東村山,5289
国分寺,5071
国立,2811
福生,2689
狛江,3809
東大和,3161
清瀬,2530
東久留米武蔵村山,4533
多摩,5261
稲城,3796
羽村,1980
あきる野,2680
西東京,9257
瑞穂,1071
日の出,528
檜原,54
奥多摩,112
大島,105
利島,1
新島,18
神津島,5
三宅,16
御蔵島,2
八丈,107
青ヶ島,0
小笠原,21
都外,59820
調査中,908
