千代田,8309
中央,23985
港,37331
新宿,52664
文京,25703
台東,24704
墨田,32215
江東,60338
品川,51305
目黒,38007
大田,85748
世田谷,112969
渋谷,33954
中野,43708
杉並,63098
豊島,37351
北,41832
荒川,26440
板橋,65161
練馬,80800
足立,78824
葛飾,53208
江戸川,84719
八王子,49163
立川,16193
武蔵野,14366
三鷹,18080
青梅,8833
府中,23823
昭島,10360
調布,22932
町田,35707
小金井,10808
小平,16213
日野,16050
東村山,11285
国分寺,11530
国立,6161
福生,5104
狛江,8094
東大和,6655
清瀬,5042
東久留米,9744
武蔵村山,6480
多摩,10988
稲城,8252
羽村,4305
あきる野,5891
西東京,19720
瑞穂,2516
日の出,1395
檜原,72
奥多摩,217
大島,272
利島,14
新島,53
神津島,99
三宅,29
御蔵島,13
八丈,169
青ヶ島,0
小笠原,76
都外,122955
調査中,1186
