千代田,7973
中央,23168
港,35945
新宿,51092
文京,24574
台東,23801
墨田,30901
江東,58062
品川,49462
目黒,36494
大田,82934
世田谷,108888
渋谷,32872
中野,42197
杉並,61058
豊島,36100
北,40521
荒川,25491
板橋,63166
練馬,78257
足立,76891
葛飾,51836
江戸川,82111
八王子,48084
立川,15721
武蔵野,13880
三鷹,17392
青梅,8658
府中,23184
昭島,10119
調布,22087
町田,34604
小金井,10391
小平,15753
日野,15640
東村山,11031
国分寺,11231
国立,5938
福生,4951
狛江,7866
東大和,6500
清瀬,4923
東久留米,9489
武蔵村山,6391
多摩,10645
稲城,7963
羽村,4224
あきる野,5766
西東京,19094
瑞穂,2468
日の出,1377
檜原,71
奥多摩,215
大島,267
利島,5
新島,46
神津島,93
三宅,20
御蔵島,13
八丈,168
青ヶ島,0
小笠原,76
都外,121066
調査中,1173
