千代田,9084
中央,25376
港,40517
新宿,56751
文京,28759
台東,26968
墨田,35551
江東,67064
品川,56170
目黒,41388
大田,93372
世田谷,123909
渋谷,36774
中野,47456
杉並,68874
豊島,40821
北,45601
荒川,28994
板橋,70843
練馬,87585
足立,84537
葛飾,57088
江戸川,91776
八王子,52539
立川,17650
武蔵野,15715
三鷹,19945
青梅,9450
府中,25997
昭島,11069
調布,25651
町田,38751
小金井,12010
小平,17551
日野,17366
東村山,12178
国分寺,12522
国立,6751
福生,5434
狛江,8808
東大和,7335
清瀬,5531
東久留米,10515
武蔵村山,7043
多摩,11902
稲城,8850
羽村,4562
あきる野,6388
西東京,21527
瑞穂,2659
日の出,1480
檜原,81
奥多摩,231
大島,299
利島,14
新島,69
神津島,145
三宅,35
御蔵島,14
八丈,190
青ヶ島,0
小笠原,160
都外,128529
調査中,1260
