千代田,8779
中央,25015
港,39107
新宿,55086
文京,27502
台東,26068
墨田,34212
江東,64236
品川,54054
目黒,39978
大田,90063
世田谷,119432
渋谷,35690
中野,45918
杉並,66654
豊島,39342
北,44045
荒川,27918
板橋,68249
練馬,84647
足立,82054
葛飾,55543
江戸川,88504
八王子,51085
立川,17022
武蔵野,15165
三鷹,19088
青梅,9137
府中,25061
昭島,10794
調布,24499
町田,37400
小金井,11444
小平,16821
日野,16785
東村山,11693
国分寺,12034
国立,6525
福生,5282
狛江,8490
東大和,6992
清瀬,5275
東久留米,10106
武蔵村山,6719
多摩,11491
稲城,8589
羽村,4429
あきる野,6163
西東京,20587
瑞穂,2587
日の出,1442
檜原,75
奥多摩,224
大島,295
利島,14
新島,65
神津島,102
三宅,35
御蔵島,14
八丈,177
青ヶ島,0
小笠原,134
都外,125887
調査中,1218
